qpid	goid	ontology	desc	ARGOT_RSscore	ARGOT_RSPPV	ARGOT_RSrank	goclasscount
BJP76_RS05585	0016787	MF	hydrolase activity	2.183534569	0.519258958	1	97
BJP76_RS05645	0003995	MF	acyl-CoA dehydrogenase activity	9.355351223	0.748816251	1	99
BJP76_RS05645	0050660	MF	flavin adenine dinucleotide binding	6.110411121	0.663623449	4	99
BJP76_RS05850	0035595	MF	N-acetylglucosaminylinositol deacetylase activity	14.97070646	0.850654959	1	99
BJP76_RS05850	0010125	BP	mycothiol biosynthetic process	12.44033292	0.816832831	1	97
BJP76_RS05850	0008270	MF	zinc ion binding	4.94932446	0.627727562	5	97
BJP76_RS05875	0051538	MF	"3 iron, 4 sulfur cluster binding"	10.41022193	0.773185993	1	100
BJP76_RS05875	0022900	BP	electron transport chain	4.530722671	0.613765377	1	100
BJP76_RS05875	0051539	MF	"4 iron, 4 sulfur cluster binding"	6.233616999	0.667223925	2	100
BJP76_RS05875	0009055	MF	electron transfer activity	5.00685669	0.629599615	5	100
BJP76_RS05875	0046872	MF	metal ion binding	2.506023459	0.534557767	7	100
BJP76_RS05935	0016020	CC	membrane	0.733545159	0.429059808	1	78
BJP76_RS05935	0052572	BP	response to host immune response	0.115664877	0.354081851	1	1
BJP76_RS05935	0005576	CC	extracellular region	0.113989166	0.353722833	2	2
BJP76_RS05935	0042025	CC	host cell nucleus	0.08783767	0.347733535	3	1
BJP76_RS05935	0005829	CC	cytosol	0.085940669	0.347266308	4	1
BJP76_RS05935	0030430	CC	host cell cytoplasm	0.084293428	0.346856396	5	1
BJP76_RS05935	0071944	CC	cell periphery	0.032156042	0.330737418	14	1
BJP76_RS05945	0003842	MF	1-pyrroline-5-carboxylate dehydrogenase activity	12.11122756	0.810013264	1	100
BJP76_RS05945	0010133	BP	proline catabolic process to glutamate	11.46676385	0.796385103	1	100
BJP76_RS05995	0016620	MF	"oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor"	7.430761147	0.700506815	1	100
BJP76_RS06015	0022857	MF	transmembrane transporter activity	3.297286055	0.568360414	1	100
BJP76_RS06015	0055085	BP	transmembrane transport	2.760520704	0.545947111	1	100
BJP76_RS06015	0016020	CC	membrane	0.738744889	0.429499792	1	100
BJP76_RS06100	0016020	CC	membrane	0.738746522	0.42949993	1	98
BJP76_RS06110	0003677	MF	DNA binding	3.165783395	0.563049256	1	99
BJP76_RS06110	0006355	BP	regulation of DNA-templated transcription	3.143777148	0.562149761	1	89
BJP76_RS06160	0016020	CC	membrane	0.738724066	0.429498033	1	96
BJP76_RS06195	0015087	MF	cobalt ion transmembrane transporter activity	12.1486688	0.810793737	1	98
BJP76_RS06195	0006824	BP	cobalt ion transport	10.86380624	0.78328339	1	98
BJP76_RS06195	0005886	CC	plasma membrane	2.624004485	0.539906274	1	98
BJP76_RS06195	0015095	MF	magnesium ion transmembrane transporter activity	10.29341937	0.770550375	2	98
BJP76_RS06195	1903830	BP	magnesium ion transmembrane transport	9.909125271	0.76177164	2	98
BJP76_RS06265	0016491	MF	oxidoreductase activity	2.916138418	0.552653752	1	70
BJP76_RS06265	0000166	MF	nucleotide binding	0.054065237	0.338461806	8	1
BJP76_RS06270	0003677	MF	DNA binding	3.165760118	0.563048306	1	97
BJP76_RS06275	0016491	MF	oxidoreductase activity	2.916169706	0.552655082	1	100
BJP76_RS06350	0016020	CC	membrane	0.738750445	0.429500261	1	95
BJP76_RS06355	0016787	MF	hydrolase activity	1.427613451	0.478188995	1	63
BJP76_RS06355	0003877	MF	ATP adenylyltransferase activity	0.160982326	0.362958019	3	1
BJP76_RS06360	0043864	MF	indoleacetamide hydrolase activity	3.159743455	0.562802688	1	24
BJP76_RS06360	0004040	MF	amidase activity	2.811017324	0.548143609	2	24
BJP76_RS06360	0019874	MF	6-aminohexanoate-cyclic-dimer hydrolase activity	0.364672384	0.392383536	7	2
BJP76_RS06360	0050566	MF	asparaginyl-tRNA synthase (glutamine-hydrolyzing) activity	0.128066499	0.356661824	9	1
BJP76_RS06360	0050567	MF	glutaminyl-tRNA synthase (glutamine-hydrolyzing) activity	0.112668841	0.353438093	10	1
BJP76_RS06360	0016740	MF	transferase activity	0.021606548	0.326043189	17	1
BJP76_RS06415	0016787	MF	hydrolase activity	2.247731488	0.522390176	1	1
BJP76_RS06515	0016787	MF	hydrolase activity	2.173072695	0.518744338	1	30
BJP76_RS06515	0016020	CC	membrane	0.027334338	0.328706061	1	1
BJP76_RS06635	0036009	MF	protein-glutamine N-methyltransferase activity	11.45237198	0.796076451	1	96
BJP76_RS06635	0032259	BP	methylation	4.923304276	0.626877313	1	99
BJP76_RS06635	0102559	MF	protein-(glutamine-N5) methyltransferase activity	10.25982753	0.76978962	2	84
BJP76_RS06635	0043412	BP	macromolecule modification	4.72352597	0.62027295	2	96
BJP76_RS06635	0019538	BP	protein metabolic process	2.47873128	0.533302692	3	95
BJP76_RS06635	0003676	MF	nucleic acid binding	2.132535966	0.516738537	10	96
BJP76_RS06735	0015074	BP	DNA integration	6.84156785	0.684490796	1	100
BJP76_RS06735	0003676	MF	nucleic acid binding	2.194583897	0.519801139	1	100
BJP76_RS06735	0000150	MF	DNA strand exchange activity	0.914468299	0.443551618	4	11
BJP76_RS06735	0006310	BP	DNA recombination	0.520684835	0.409474134	15	11
BJP76_RS06735	0006355	BP	regulation of DNA-templated transcription	0.028333922	0.329141056	17	1
BJP76_RS06755	0003700	MF	DNA-binding transcription factor activity	4.753649302	0.621277602	1	98
BJP76_RS06755	0006351	BP	DNA-templated transcription	4.590404995	0.615794346	1	98
BJP76_RS06755	0006355	BP	regulation of DNA-templated transcription	3.485940317	0.575798173	3	98
BJP76_RS06755	0003677	MF	DNA binding	3.165796341	0.563049784	3	98
BJP76_RS06910	0015074	BP	DNA integration	6.841536424	0.684489924	1	100
BJP76_RS06910	0003676	MF	nucleic acid binding	2.194573816	0.519800645	1	100
BJP76_RS06910	0016020	CC	membrane	0.099368403	0.350471039	1	11
BJP76_RS06910	0004803	MF	transposase activity	1.254902687	0.467356582	4	16
BJP76_RS06910	0006313	BP	DNA transposition	1.155266597	0.460765793	10	16
BJP76_RS07245	0016627	MF	"oxidoreductase activity, acting on the CH-CH group of donors"	6.763761269	0.682325012	1	99
BJP76_RS07245	0050660	MF	flavin adenine dinucleotide binding	6.110415185	0.663623568	2	99
BJP76_RS07260	0016705	MF	"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen"	6.815526455	0.683767299	1	100
BJP76_RS07260	0004497	MF	monooxygenase activity	0.394631428	0.395914199	4	6
BJP76_RS07285	0016705	MF	"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen"	6.815564411	0.683768354	1	100
BJP76_RS07285	0004497	MF	monooxygenase activity	6.670407991	0.679709971	2	100
BJP76_RS07285	0005506	MF	iron ion binding	6.376112364	0.671344013	3	100
BJP76_RS07285	0020037	MF	heme binding	5.430879805	0.643077683	4	100
BJP76_RS07355	0015074	BP	DNA integration	6.841536424	0.684489924	1	100
BJP76_RS07355	0003676	MF	nucleic acid binding	2.194573816	0.519800645	1	100
BJP76_RS07355	0016020	CC	membrane	0.099368403	0.350471039	1	11
BJP76_RS07355	0004803	MF	transposase activity	1.254902687	0.467356582	4	16
BJP76_RS07355	0006313	BP	DNA transposition	1.155266597	0.460765793	10	16
BJP76_RS07395	0016020	CC	membrane	0.738701144	0.429496097	1	100
BJP76_RS07420	0016020	CC	membrane	0.73874904	0.429500142	1	99
BJP76_RS07475	0016874	MF	ligase activity	4.767155477	0.621727017	1	99
BJP76_RS07475	0071704	BP	organic substance metabolic process	0.835576239	0.437427116	1	99
BJP76_RS07475	0016740	MF	transferase activity	0.25893763	0.378586348	4	11
BJP76_RS07690	0061603	MF	molybdenum cofactor guanylyltransferase activity	9.489163931	0.751981145	1	72
BJP76_RS07690	0006777	BP	Mo-molybdopterin cofactor biosynthetic process	8.44062819	0.726546064	1	98
BJP76_RS07690	0005737	CC	cytoplasm	1.618011006	0.489395941	1	79
BJP76_RS07690	0005525	MF	GTP binding	5.911716378	0.657739591	3	98
BJP76_RS07690	0046872	MF	metal ion binding	2.012097554	0.510663912	18	79
BJP76_RS07755	0016705	MF	"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen"	6.815566793	0.68376842	1	100
BJP76_RS07755	0004497	MF	monooxygenase activity	6.670410322	0.679710037	2	100
BJP76_RS07755	0005506	MF	iron ion binding	6.376114593	0.671344077	3	100
BJP76_RS07755	0020037	MF	heme binding	5.430881703	0.643077742	4	100
BJP76_RS07800	0003700	MF	DNA-binding transcription factor activity	4.75363719	0.621277199	1	100
BJP76_RS07800	0006351	BP	DNA-templated transcription	4.590393298	0.61579395	1	100
BJP76_RS07800	0006355	BP	regulation of DNA-templated transcription	3.485931434	0.575797827	3	100
BJP76_RS07800	0003677	MF	DNA binding	3.165788275	0.563049455	3	100
BJP76_RS07800	0016829	MF	lyase activity	0.046220034	0.335916323	8	2
BJP76_RS07800	0006744	BP	ubiquinone biosynthetic process	0.08922656	0.348072424	43	2
BJP76_RS07820	0004350	MF	glutamate-5-semialdehyde dehydrogenase activity	11.73867043	0.80218051	1	100
BJP76_RS07820	0055129	BP	L-proline biosynthetic process	9.741440118	0.757887789	1	99
BJP76_RS07820	0005737	CC	cytoplasm	1.930624252	0.506450907	1	96
BJP76_RS07820	0050661	MF	NADP binding	7.283057095	0.696553269	3	100
BJP76_RS07890	0016020	CC	membrane	0.738750106	0.429500232	1	100
BJP76_RS07925	0005886	CC	plasma membrane	2.673787543	0.542126978	1	98
BJP76_RS07975	0045727	BP	positive regulation of translation	10.30349722	0.770778367	1	97
BJP76_RS07975	0043022	MF	ribosome binding	8.507439907	0.728212333	1	97
BJP76_RS07975	0005886	CC	plasma membrane	2.594736653	0.538590865	1	97
BJP76_RS07975	0003746	MF	translation elongation factor activity	7.972473317	0.714680455	3	100
BJP76_RS07975	0006414	BP	translational elongation	7.370927978	0.698910057	5	100
BJP76_RS07975	0003924	MF	GTPase activity	6.459787003	0.673741932	8	97
BJP76_RS07975	0005525	MF	GTP binding	5.78876835	0.654049159	9	97
BJP76_RS08020	0050311	MF	sulfite reductase (ferredoxin) activity	12.55839994	0.819257332	1	87
BJP76_RS08020	0009274	CC	peptidoglycan-based cell wall	0.109533081	0.352755076	1	1
BJP76_RS08020	0000103	BP	sulfate assimilation	0.102147282	0.351106629	1	1
BJP76_RS08020	0005829	CC	cytosol	0.068402308	0.342675368	3	1
BJP76_RS08020	0051539	MF	"4 iron, 4 sulfur cluster binding"	6.233807513	0.667229465	4	97
BJP76_RS08020	0020037	MF	heme binding	5.430898517	0.643078266	5	97
BJP76_RS08020	0046872	MF	metal ion binding	2.506100049	0.534561279	10	97
BJP76_RS08020	0016002	MF	sulfite reductase activity	0.134319523	0.35791526	17	1
BJP76_RS08040	0045300	MF	acyl-[acyl-carrier-protein] desaturase activity	13.82781275	0.843739857	1	98
BJP76_RS08040	0006633	BP	fatty acid biosynthetic process	7.020934195	0.6894371	1	98
BJP76_RS08040	0046872	MF	metal ion binding	2.506085537	0.534560613	5	98
BJP76_RS08040	0102786	MF	stearoyl-[acp] desaturase activity	0.17123195	0.364784025	10	1
BJP76_RS08075	0003677	MF	DNA binding	3.165769639	0.563048694	1	99
BJP76_RS08075	0006355	BP	regulation of DNA-templated transcription	0.098327385	0.350230651	1	3
BJP76_RS08080	0051213	MF	dioxygenase activity	7.535764475	0.703293557	1	92
BJP76_RS08080	0016701	MF	"oxidoreductase activity, acting on single donors with incorporation of molecular oxygen"	0.273815523	0.380679363	6	3
BJP76_RS08080	0016829	MF	lyase activity	0.095624443	0.34960049	8	2
BJP76_RS08125	0003677	MF	DNA binding	3.165619058	0.56304255	1	41
BJP76_RS08125	0006355	BP	regulation of DNA-templated transcription	2.518813358	0.535143578	1	23
BJP76_RS08160	0016020	CC	membrane	0.738713988	0.429497182	1	69
BJP76_RS08200	0004803	MF	transposase activity	8.472594081	0.727344106	1	100
BJP76_RS08200	0006313	BP	DNA transposition	7.799891606	0.710218713	1	100
BJP76_RS08200	0016020	CC	membrane	0.007579474	0.317341138	1	1
BJP76_RS08200	0003677	MF	DNA binding	3.165821085	0.563050794	4	100
BJP76_RS08250	0016746	MF	acyltransferase activity	5.072927673	0.631736293	1	100
BJP76_RS08255	0031177	MF	phosphopantetheine binding	9.397715504	0.749820671	1	95
BJP76_RS08255	0016740	MF	transferase activity	2.288719137	0.524366013	5	100
BJP76_RS08405	0006801	BP	superoxide metabolic process	9.591441864	0.75438517	1	99
BJP76_RS08405	0005507	MF	copper ion binding	3.568370932	0.578984719	1	40
BJP76_RS08405	0071451	BP	cellular response to superoxide	1.025454436	0.45173638	4	10
BJP76_RS08405	0004784	MF	superoxide dismutase activity	1.138727983	0.45964466	6	10
BJP76_RS08405	0098869	BP	cellular oxidant detoxification	0.734707741	0.429158317	17	10
BJP76_RS08550	0015112	MF	nitrate transmembrane transporter activity	11.72348157	0.801858557	1	97
BJP76_RS08550	0015706	BP	nitrate transmembrane transport	11.31143873	0.793043645	1	97
BJP76_RS08550	0016020	CC	membrane	0.738744656	0.429499772	1	97
BJP76_RS08570	0016887	MF	ATP hydrolysis activity	4.409622403	0.609606946	1	97
BJP76_RS08570	0055085	BP	transmembrane transport	2.683483186	0.542557065	1	97
BJP76_RS08570	0016020	CC	membrane	0.718128825	0.427746084	1	97
BJP76_RS08570	0009274	CC	peptidoglycan-based cell wall	0.094845739	0.349417295	2	1
BJP76_RS08570	0005524	MF	ATP binding	2.988586929	0.555714935	7	100
BJP76_RS08570	1990351	CC	transporter complex	0.052608295	0.338003795	8	1
BJP76_RS08570	0042626	MF	ATPase-coupled transmembrane transporter activity	0.053305204	0.33822366	25	1
BJP76_RS08665	0016301	MF	kinase activity	3.875406379	0.590541473	1	13
BJP76_RS08665	0016310	BP	phosphorylation	3.737453776	0.585407833	1	13
BJP76_RS08665	0016020	CC	membrane	0.045830469	0.335784492	1	2
BJP76_RS08665	0016887	MF	ATP hydrolysis activity	0.169879261	0.36454623	5	1
BJP76_RS08790	0018786	MF	haloalkane dehalogenase activity	15.03971933	0.851063925	1	100
BJP76_RS09060	0071949	MF	FAD binding	7.815465875	0.710623367	1	100
BJP76_RS09060	0016020	CC	membrane	0.084932198	0.347015824	1	11
BJP76_RS09060	0004497	MF	monooxygenase activity	0.753604656	0.430748709	11	12
BJP76_RS09060	0016705	MF	"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen"	0.205417777	0.370509051	15	3
BJP76_RS09150	0016787	MF	hydrolase activity	2.11421619	0.515825803	1	15
BJP76_RS09150	0016310	BP	phosphorylation	0.261478786	0.378948015	1	1
BJP76_RS09150	0016301	MF	kinase activity	0.271130191	0.380305877	9	1
BJP76_RS09195	0016491	MF	oxidoreductase activity	2.915902349	0.552643715	1	18
BJP76_RS09195	0046872	MF	metal ion binding	2.505826024	0.534548712	2	18
BJP76_RS09215	0020037	MF	heme binding	5.430676577	0.643071351	1	98
BJP76_RS09215	0016020	CC	membrane	0.154158168	0.361709849	1	16
BJP76_RS09220	0045493	BP	xylan catabolic process	10.21962158	0.768877434	1	69
BJP76_RS09220	0016798	MF	"hydrolase activity, acting on glycosyl bonds"	5.894326779	0.657219967	1	74
BJP76_RS09230	0004144	MF	diacylglycerol O-acyltransferase activity	12.15520925	0.810929951	1	99
BJP76_RS09230	0019432	BP	triglyceride biosynthetic process	12.04326938	0.80859357	1	98
BJP76_RS09230	0006071	BP	glycerol metabolic process	9.368398221	0.749125826	7	99
BJP76_RS09350	0031388	BP	organic acid phosphorylation	11.97219091	0.807104399	1	100
BJP76_RS09350	0008887	MF	glycerate kinase activity	11.6850945	0.801043948	1	100
BJP76_RS09350	0043798	MF	glycerate 2-kinase activity	0.181297369	0.36652475	7	1
BJP76_RS09420	0006289	BP	nucleotide-excision repair	8.568431262	0.729727739	1	99
BJP76_RS09420	0003887	MF	DNA-directed DNA polymerase activity	7.834614945	0.711120349	1	99
BJP76_RS09420	0004527	MF	exonuclease activity	7.172047652	0.693555458	2	100
BJP76_RS09420	0071897	BP	DNA biosynthetic process	6.359705827	0.670871998	2	99
BJP76_RS09420	0006260	BP	DNA replication	5.931855647	0.658340425	3	99
BJP76_RS09420	0003677	MF	DNA binding	3.133288677	0.561719942	10	99
BJP76_RS09460	0016887	MF	ATP hydrolysis activity	4.536210124	0.613952485	1	99
BJP76_RS09460	0005524	MF	ATP binding	2.988571905	0.555714304	7	99
BJP76_RS09500	0004674	MF	protein serine/threonine kinase activity	6.990267446	0.688595934	1	98
BJP76_RS09500	0016310	BP	phosphorylation	3.924507213	0.592346558	1	95
BJP76_RS09500	0016020	CC	membrane	0.731175886	0.428858811	1	99
BJP76_RS09500	0005524	MF	ATP binding	2.957954228	0.554425184	7	99
BJP76_RS09500	0106310	MF	protein serine kinase activity	0.86869096	0.440031616	23	8
BJP76_RS09560	0008765	MF	"UDP-N-acetylmuramoylalanyl-D-glutamate-2,6-diaminopimelate ligase activity"	11.2962002	0.792714591	1	94
BJP76_RS09560	0009252	BP	peptidoglycan biosynthetic process	6.715736611	0.680982	1	99
BJP76_RS09560	0005737	CC	cytoplasm	1.995299201	0.509802347	1	99
BJP76_RS09560	0008360	BP	regulation of cell shape	6.70857666	0.680781361	2	99
BJP76_RS09560	0000287	MF	magnesium ion binding	5.249110207	0.637366801	4	93
BJP76_RS09560	0005524	MF	ATP binding	2.958985674	0.55446872	6	99
BJP76_RS09560	0071555	BP	cell wall organization	6.601836001	0.677777435	10	99
BJP76_RS09560	0051301	BP	cell division	6.082913976	0.662814952	17	99
BJP76_RS09560	0007049	BP	cell cycle	6.000284974	0.660374357	18	99
BJP76_RS09600	0051258	BP	protein polymerization	10.14030764	0.767072698	1	100
BJP76_RS09600	0032153	CC	cell division site	9.326924776	0.748141009	1	100
BJP76_RS09600	0003924	MF	GTPase activity	6.656588336	0.6793213	1	100
BJP76_RS09600	0000917	BP	division septum assembly	9.444790164	0.750934119	2	100
BJP76_RS09600	0005525	MF	GTP binding	5.965126692	0.6593308	2	100
BJP76_RS09600	0005737	CC	cytoplasm	2.015251513	0.510825273	2	100
BJP76_RS09600	0043093	BP	FtsZ-dependent cytokinesis	9.274917469	0.746902958	3	100
BJP76_RS09610	0030170	MF	pyridoxal phosphate binding	6.50084764	0.674912953	1	100
BJP76_RS09610	0003677	MF	DNA binding	0.089728782	0.348194316	10	3
BJP76_RS09620	0016020	CC	membrane	0.738717063	0.429497441	1	100
BJP76_RS09700	0046872	MF	metal ion binding	2.506072976	0.534560037	1	98
BJP76_RS09700	0052832	MF	inositol monophosphate 3-phosphatase activity	0.377270009	0.393885193	5	3
BJP76_RS09700	0052833	MF	inositol monophosphate 4-phosphatase activity	0.377198907	0.393876789	6	3
BJP76_RS09700	0008934	MF	inositol monophosphate 1-phosphatase activity	0.365562156	0.392490441	7	3
BJP76_RS09700	0008441	MF	"3'(2'),5'-bisphosphate nucleotidase activity"	0.141963161	0.359408454	13	1
BJP76_RS09755	0020037	MF	heme binding	5.430462489	0.643064682	1	60
BJP76_RS09775	0016874	MF	ligase activity	4.636645671	0.617357298	1	69
BJP76_RS09775	0000502	CC	proteasome complex	0.234942419	0.375079688	1	2
BJP76_RS09830	0043190	CC	ATP-binding cassette (ABC) transporter complex	6.487680493	0.674537839	1	100
BJP76_RS09880	0010498	BP	proteasomal protein catabolic process	9.175087165	0.7445167	1	100
BJP76_RS09880	0000502	CC	proteasome complex	8.586132554	0.730166539	1	100
BJP76_RS09880	0016887	MF	ATP hydrolysis activity	4.536235458	0.613953349	1	100
BJP76_RS09880	0019941	BP	modification-dependent protein catabolic process	8.32513422	0.723650042	2	100
BJP76_RS09880	0005524	MF	ATP binding	2.988588596	0.555715005	7	100
BJP76_RS09880	1901800	BP	positive regulation of proteasomal protein catabolic process	0.115994305	0.354152124	18	1
BJP76_RS09880	0036402	MF	proteasome-activating activity	0.126205132	0.356282825	25	1
BJP76_RS09880	0016853	MF	isomerase activity	0.051669179	0.337705202	26	1
BJP76_RS09895	0031386	MF	protein tag activity	14.29134241	0.846577668	1	99
BJP76_RS09895	0070490	BP	protein pupylation	13.55507597	0.839286016	1	99
BJP76_RS09895	0070628	MF	proteasome binding	12.9589316	0.827398453	3	99
BJP76_RS09895	0010498	BP	proteasomal protein catabolic process	9.17444909	0.744501406	4	99
BJP76_RS09895	0019941	BP	modification-dependent protein catabolic process	8.324555254	0.723635474	5	99
BJP76_RS09930	0043953	BP	protein transport by the Tat complex	10.06844605	0.76543143	1	100
BJP76_RS09930	0033281	CC	TAT protein transport complex	9.944785384	0.762593337	1	100
BJP76_RS09930	0008320	MF	protein transmembrane transporter activity	9.019654959	0.740775391	1	100
BJP76_RS09965	0004803	MF	transposase activity	8.472594081	0.727344106	1	100
BJP76_RS09965	0006313	BP	DNA transposition	7.799891606	0.710218713	1	100
BJP76_RS09965	0016020	CC	membrane	0.007579474	0.317341138	1	1
BJP76_RS09965	0003677	MF	DNA binding	3.165821085	0.563050794	4	100
BJP76_RS09970	0015074	BP	DNA integration	6.841536424	0.684489924	1	100
BJP76_RS09970	0003676	MF	nucleic acid binding	2.194573816	0.519800645	1	100
BJP76_RS09970	0016020	CC	membrane	0.099368403	0.350471039	1	11
BJP76_RS09970	0004803	MF	transposase activity	1.254902687	0.467356582	4	16
BJP76_RS09970	0006313	BP	DNA transposition	1.155266597	0.460765793	10	16
BJP76_RS09980	0004803	MF	transposase activity	8.472594081	0.727344106	1	100
BJP76_RS09980	0006313	BP	DNA transposition	7.799891606	0.710218713	1	100
BJP76_RS09980	0016020	CC	membrane	0.007579474	0.317341138	1	1
BJP76_RS09980	0003677	MF	DNA binding	3.165821085	0.563050794	4	100
BJP76_RS10080	0016810	MF	"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds"	5.860800191	0.656215981	1	99
BJP76_RS10125	0016887	MF	ATP hydrolysis activity	4.536186736	0.613951688	1	100
BJP76_RS10125	0005524	MF	ATP binding	2.988556496	0.555713657	7	100
BJP76_RS10125	0016966	MF	nitric oxide reductase activity	0.153409026	0.361571158	25	1
BJP76_RS10165	0016705	MF	"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen"	6.815560833	0.683768255	1	100
BJP76_RS10165	0004497	MF	monooxygenase activity	6.670404489	0.679709873	2	100
BJP76_RS10165	0005506	MF	iron ion binding	6.376109017	0.671343916	3	100
BJP76_RS10165	0020037	MF	heme binding	5.430876954	0.643077594	4	100
BJP76_RS10175	0004803	MF	transposase activity	8.472561574	0.727343295	1	96
BJP76_RS10175	0006313	BP	DNA transposition	7.799861679	0.710217935	1	96
BJP76_RS10175	0003677	MF	DNA binding	3.165808939	0.563050298	4	96
BJP76_RS10180	0004803	MF	transposase activity	8.472444278	0.727340369	1	78
BJP76_RS10180	0006313	BP	DNA transposition	7.799753696	0.710215128	1	78
BJP76_RS10180	0003677	MF	DNA binding	3.165765111	0.56304851	4	78
BJP76_RS10445	0047617	MF	acyl-CoA hydrolase activity	11.29083367	0.792598655	1	99
BJP76_RS10445	0006637	BP	acyl-CoA metabolic process	8.210362712	0.720752167	1	99
BJP76_RS10475	0016020	CC	membrane	0.738083791	0.429443938	1	10
BJP76_RS10490	0005886	CC	plasma membrane	2.673699461	0.542123067	1	98
BJP76_RS10490	0005576	CC	extracellular region	0.061717214	0.340771963	4	1
BJP76_RS10510	0003700	MF	DNA-binding transcription factor activity	4.753475374	0.621271811	1	100
BJP76_RS10510	0006355	BP	regulation of DNA-templated transcription	3.485812772	0.575793213	1	100
BJP76_RS10510	0016020	CC	membrane	0.014366148	0.322103507	1	2
BJP76_RS10515	0019829	MF	ATPase-coupled monoatomic cation transmembrane transporter activity	7.909125573	0.713048394	1	95
BJP76_RS10515	0098655	BP	monoatomic cation transmembrane transport	4.428326507	0.610252917	1	95
BJP76_RS10515	0005886	CC	plasma membrane	2.625581973	0.539976964	1	95
BJP76_RS10515	0016887	MF	ATP hydrolysis activity	4.454432041	0.611152229	7	95
BJP76_RS10515	0015691	BP	cadmium ion transport	0.169421922	0.364465618	11	1
BJP76_RS10515	0046688	BP	response to copper ion	0.130073312	0.357067364	12	1
BJP76_RS10515	0005524	MF	ATP binding	2.934694401	0.553441391	16	95
BJP76_RS10515	0098662	BP	inorganic cation transmembrane transport	0.049792928	0.337100406	18	1
BJP76_RS10515	0046872	MF	metal ion binding	2.460909322	0.532479388	24	95
BJP76_RS10515	0015086	MF	cadmium ion transmembrane transporter activity	0.175088662	0.365456903	36	1
BJP76_RS10545	0004519	MF	endonuclease activity	5.276090507	0.638220655	1	40
BJP76_RS10545	0016020	CC	membrane	0.156442741	0.362130728	1	9
BJP76_RS10540	0015074	BP	DNA integration	6.841621003	0.684492271	1	97
BJP76_RS10540	0003676	MF	nucleic acid binding	2.194600947	0.519801975	1	97
BJP76_RS10560	0022904	BP	respiratory electron transport chain	6.598193785	0.677674508	1	100
BJP76_RS10560	0009055	MF	electron transfer activity	5.006901483	0.629601068	1	100
BJP76_RS10560	0005886	CC	plasma membrane	2.673738859	0.542124816	1	100
BJP76_RS10610	0004316	MF	3-oxoacyl-[acyl-carrier-protein] reductase (NADPH) activity	9.017903268	0.740733044	1	4
BJP76_RS10850	0052689	MF	carboxylic ester hydrolase activity	7.389135931	0.699396654	1	97
BJP76_RS10850	0005576	CC	extracellular region	5.660746202	0.650164526	1	97
BJP76_RS10850	0016020	CC	membrane	0.053680464	0.338341453	2	7
BJP76_RS10880	0016491	MF	oxidoreductase activity	2.914616214	0.552589028	1	3
BJP76_RS10905	0043565	MF	sequence-specific DNA binding	6.319963418	0.669726083	1	100
BJP76_RS10905	0006351	BP	DNA-templated transcription	4.590424793	0.615795017	1	100
BJP76_RS10905	0003700	MF	DNA-binding transcription factor activity	4.753669804	0.621278285	2	100
BJP76_RS10905	0006355	BP	regulation of DNA-templated transcription	3.485955351	0.575798757	3	100
BJP76_RS11005	0015136	MF	sialic acid transmembrane transporter activity	7.171942854	0.693552617	1	42
BJP76_RS11005	0015739	BP	sialic acid transport	7.004974004	0.688999554	1	42
BJP76_RS11005	0016020	CC	membrane	0.738745653	0.429499856	1	100
BJP76_RS11005	0008643	BP	carbohydrate transport	4.014123416	0.595612228	2	57
BJP76_RS11005	0055085	BP	transmembrane transport	2.76052356	0.545947236	7	100
BJP76_RS11055	0016020	CC	membrane	0.738714515	0.429497226	1	97
BJP76_RS11155	0004322	MF	ferroxidase activity	12.14358432	0.81068782	1	94
BJP76_RS11155	0006879	BP	intracellular iron ion homeostasis	9.51485018	0.752586109	1	98
BJP76_RS11155	0008199	MF	ferric iron binding	9.955518026	0.762840355	4	98
BJP76_RS11155	0006826	BP	iron ion transport	8.102587972	0.718012456	8	98
BJP76_RS11215	0016491	MF	oxidoreductase activity	2.916131286	0.552653448	1	99
BJP76_RS11260	0016832	MF	aldehyde-lyase activity	9.032183561	0.741078147	1	99
BJP76_RS11260	0005975	BP	carbohydrate metabolic process	4.116706263	0.599305979	1	99
BJP76_RS11260	0000287	MF	magnesium ion binding	5.62778219	0.649157192	3	99
BJP76_RS11295	0004803	MF	transposase activity	8.472594081	0.727344106	1	100
BJP76_RS11295	0006313	BP	DNA transposition	7.799891606	0.710218713	1	100
BJP76_RS11295	0016020	CC	membrane	0.007579474	0.317341138	1	1
BJP76_RS11295	0003677	MF	DNA binding	3.165821085	0.563050794	4	100
BJP76_RS11315	0016705	MF	"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen"	6.815535704	0.683767556	1	99
BJP76_RS11315	0004497	MF	monooxygenase activity	0.192530166	0.368411233	4	3
